year,last_name, first_name,pitcher_id,team_name,team_name_abbrev,pitch_hand,avg_speed,pitches_thrown,total_pitches,pitches_per_game,pitch_per,pitch_type,pitch_type_name,pitcher_break_z,league_break_z,diff_z,rise,pitcher_break_x,league_break_x,diff_x,tail,percent_rank_diff_z,percent_rank_diff_x
2019,Jurado, Ariel,642558,Rangers,TEX,R,93.1,469,2047,12.635802469135802,0.22911577918905715,FF,4-Seamer,16.9,-15.8,-1.1,-7,8.7,-7.1,1.7,24,0.297423887587822,0.6651053864168618
2019,López, Reynaldo,625643,White Sox,CWS,R,84,469,3163,19.645962732919255,0.14827695226051218,CH,Changeup,28.1,-30.6,-2.5,-8,11.7,-12.9,-1.2,-9,0.1875,0.2847222222222222
2019,Lester, Jon,452657,Cubs,CHC,L,74.5,468,3043,18.78395061728395,0.15379559645087085,CUKC,Curveball,55.3,-61.5,-6.2,-10,11.5,11.4,0.1,1,0.09854014598540146,0.5255474452554745
2019,Anderson, Justin,605121,Angels,LAA,R,84.5,467,914,5.6419753086419755,0.5109409190371991,SL,Slider,35,-36.7,-1.7,-5,8.4,4.8,3.6,74,0.2857142857142857,0.875
2019,DeSclafani, Anthony,543101,Reds,CIN,R,94.5,467,2668,16.469135802469136,0.17503748125937033,SIFT,Sinker,19.5,-21,-1.6,-7,15,-14.7,0.3,2,0.30711610486891383,0.5655430711610487
2019,Oberg, Scott,623184,Rockies,COL,R,94.3,467,898,5.54320987654321,0.5200445434298441,FF,4-Seamer,17.6,-15.5,-2.1,-13,2,-7.9,-5.9,-75,0.1522248243559719,0.03278688524590164
2019,Williams, Trevor,592866,Pirates,PIT,R,82.9,467,2327,14.364197530864198,0.20068758057584873,SL,Slider,38,-38.8,-0.8,-2,6.3,6.5,-0.2,-4,0.38392857142857145,0.49702380952380953
2019,Skaggs, Tyler,572140,Angels,LAA,L,75.1,467,1386,8.555555555555555,0.33694083694083693,CUKC,Curveball,67.5,-60.9,6.6,11,10.6,8.2,2.4,29,0.9452554744525548,0.7773722627737226
2019,Albers, Matt,458006,Brewers,MIL,R,92.7,466,1005,6.203703703703703,0.46368159203980097,SIFT,Sinker,25.6,-23.1,2.5,11,17.5,-14.9,2.6,17,0.8277153558052435,0.9363295880149812
2019,Burnes, Corbin,669203,Brewers,MIL,R,95.2,466,903,5.574074074074074,0.5160575858250277,FF,4-Seamer,16.6,-14.7,-1.9,-13,2,-7.6,-5.5,-73,0.18266978922716628,0.0468384074941452
2019,Barría, Jaime,642545,Angels,LAA,R,91.7,466,1498,9.246913580246913,0.31108144192256343,FF,4-Seamer,15.3,-16.4,1.1,7,5.9,-6.6,-0.7,-11,0.7447306791569087,0.3864168618266979
2019,Quijada, José,650671,Marlins,MIA,L,93.3,465,647,3.993827160493827,0.7187017001545595,FF,4-Seamer,16.3,-16.5,0.2,1,6.6,-8.1,-1.5,-19,0.5644028103044496,0.33021077283372363
2019,Cishek, Steve,518553,Cubs,CHC,R,90.5,464,1109,6.845679012345679,0.41839495040577096,SIFT,Sinker,29.1,-29.3,-0.1,0,16.6,-16.6,0,0,0.5093632958801498,0.48314606741573035
2019,Barraclough, Kyle,607457,Giants,SF,R,93.4,464,708,4.37037037037037,0.655367231638418,FF,4-Seamer,17.1,-16,-1.2,-7,6.8,-7.7,-0.8,-11,0.2786885245901639,0.3840749414519906
2019,Ruiz, José,614179,White Sox,CWS,R,96.4,464,753,4.6770186335403725,0.6162018592297477,FF,4-Seamer,12.1,-14.2,2.1,15,5,-7.6,-2.7,-35,0.9133489461358314,0.20843091334894615
2019,Snell, Blake,605483,Rays,TB,L,81,464,1891,11.67283950617284,0.2453728186144897,CUKC,Curveball,50.7,-52.1,-1.3,-3,5.6,5.6,0,0,0.38321167883211676,0.5145985401459854
2019,Kelley, Shawn,518875,Rangers,TEX,R,82.4,462,768,4.7407407407407405,0.6015625,SL,Slider,39.3,-40,-0.7,-2,6.8,7,-0.2,-3,0.41369047619047616,0.49702380952380953
2019,López, Jorge,605347,Royals,KC,R,93.8,461,2060,12.716049382716049,0.2237864077669903,SIFT,Sinker,22.2,-21.6,0.7,3,16.2,-14.7,1.5,10,0.6179775280898876,0.7677902621722846
2019,Holmes, Clay,605280,Pirates,PIT,R,94.3,460,915,5.648148148148148,0.5027322404371585,SIFT,Sinker,27.8,-21.1,6.7,32,14.6,-14.7,-0.1,0,0.9887640449438202,0.45692883895131087
2019,Alvarado, José,621237,Rays,TB,L,98.1,460,586,3.617283950617284,0.7849829351535836,SIFT,Sinker,14.9,-17.4,-2.6,-15,11.6,-13.6,-1.9,-14,0.2209737827715356,0.1647940074906367
2019,Suarez, José,660761,Angels,LAA,L,81.7,459,1486,9.17283950617284,0.3088829071332436,CH,Changeup,32.7,-33.8,-1.1,-3,8.2,-14,-5.8,-41,0.3680555555555556,0.034722222222222224
2019,Walden, Marcus,519393,Red Sox,BOS,R,85.6,459,1268,7.827160493827161,0.36198738170347006,SL,Slider,38.9,-34.9,4,11,10.5,4.7,5.7,121,0.8988095238095238,0.9255952380952381
2019,Treinen, Blake,595014,Athletics,OAK,R,96.5,457,1023,6.314814814814815,0.4467253176930596,SIFT,Sinker,24.7,-20.8,3.9,19,19.4,-15.5,3.9,25,0.9101123595505618,0.9962546816479401
2019,Greinke, Zack,425844,Astros,HOU,R,70.6,456,3113,19.21604938271605,0.14648249277224543,CUKC,Curveball,68.9,-67.4,1.5,2,12.4,11.2,1.2,11,0.5912408759124088,0.635036496350365
2019,Barlow, Scott,605130,Royals,KC,R,94.1,455,1300,8.024691358024691,0.35,FF,4-Seamer,16.4,-15.4,-1,-6,3.9,-7.6,-3.7,-48,0.3114754098360656,0.10772833723653395
2019,Heaney, Andrew,571760,Angels,LAA,L,79.4,454,1689,10.425925925925926,0.2687981053878034,CUKC,Curveball,49.3,-52.7,-3.5,-7,7,10.6,-3.6,-34,0.20437956204379562,0.16423357664233576
2019,Ynoa, Gabriel,593679,Orioles,BAL,R,93.6,453,1815,11.203703703703704,0.24958677685950414,SIFT,Sinker,24.4,-23.5,0.9,4,17.5,-15.7,1.8,11,0.6441947565543071,0.8389513108614233
2019,Miley, Wade,489119,Astros,HOU,L,90.8,453,2968,18.320987654320987,0.1526280323450135,FF,4-Seamer,16.5,-16.8,0.3,2,4,-6.1,-2.1,-35,0.5831381733021077,0.25526932084309134
2019,Magill, Matt,543483,Mariners,SEA,R,95.2,451,885,5.462962962962963,0.5096045197740113,FF,4-Seamer,13.1,-14.3,1.2,9,7.6,-7.3,0.4,5,0.7681498829039812,0.531615925058548
2019,Hirano, Yoshihisa,673633,D-backs,ARI,R,91.1,448,934,5.765432098765432,0.4796573875802998,FF,4-Seamer,15.7,-16.7,1.1,6,8.5,-6.5,1.9,29,0.7447306791569087,0.702576112412178
2019,Canning, Griffin,656288,Angels,LAA,R,88.9,448,1552,9.580246913580247,0.28865979381443296,SL,Slider,28.6,-32.6,-3.9,-12,2,3.6,-1.7,-46,0.09523809523809523,0.3005952380952381
2019,Norris, Daniel,596057,Tigers,DET,L,85.7,448,2361,14.664596273291925,0.18975010588733587,CH,Changeup,38.5,-31.5,7,22,12.3,-13.6,-1.3,-10,0.9861111111111112,0.2777777777777778
2019,Keller, Mitch,656605,Pirates,PIT,R,95.4,448,932,5.753086419753086,0.48068669527896996,FF,4-Seamer,14.5,-14.6,0,0,6.8,-7.4,-0.6,-9,0.5339578454332553,0.40749414519906324
2019,Ottavino, Adam,493603,Yankees,NYY,R,93.9,447,1158,7.148148148148148,0.3860103626943005,SIFT,Sinker,23.3,-21,2.2,11,14.6,-14.2,0.3,2,0.7902621722846442,0.5655430711610487
2019,Sanchez, Aaron,592717,Astros,HOU,R,88,447,2305,14.228395061728396,0.19392624728850325,CH,Changeup,29.1,-28.8,0.4,1,17.1,-14.2,2.8,20,0.5625,0.8923611111111112
2019,Gibson, Kyle,502043,Twins,MIN,R,85.3,447,2764,17.061728395061728,0.16172214182344427,CH,Changeup,30.8,-28.8,2,7,13.2,-13,0.1,1,0.7395833333333334,0.4861111111111111
2019,Hamels, Cole,430935,Cubs,CHC,L,87.6,446,2394,14.777777777777779,0.18629908103592313,FC,Cutter,26.6,-27.7,1.1,4,0,2,-1.9,-99,0.703125,0.1875
2019,Chirinos, Yonny,630023,Rays,TB,R,85.9,446,1985,12.253086419753087,0.22468513853904282,FS,Splitter,33.6,-33.1,0.5,2,9.6,-8.7,0.9,11,0.4838709677419355,0.6129032258064516
2019,Andriese, Matt,542882,D-backs,ARI,R,86,446,1204,7.432098765432099,0.3704318936877076,CH,Changeup,37.2,-31.4,5.7,18,4.6,-14.1,-9.5,-68,0.9618055555555556,0.003472222222222222
2019,González, Gio,461829,Brewers,MIL,L,82.3,445,1501,9.265432098765432,0.29646902065289804,CH,Changeup,33.9,-33.1,0.8,3,13,-13.8,-0.8,-6,0.5972222222222222,0.3541666666666667
2019,Duffey, Tyler,608648,Twins,MIN,R,82.3,445,980,6.049382716049383,0.45408163265306123,CUKC,Curveball,52.7,-50.7,2,4,5.8,7.4,-1.6,-21,0.6459854014598541,0.32116788321167883
2019,Cessa, Luis,570666,Yankees,NYY,R,94.6,444,1352,8.345679012345679,0.32840236686390534,FF,4-Seamer,15.3,-15.6,0.3,2,9.2,-7.9,1.3,16,0.5831381733021077,0.6206088992974239
2019,Cishek, Steve,518553,Cubs,CHC,R,78.9,444,1109,6.845679012345679,0.4003606853020739,SL,Slider,44.1,-43.9,0.2,1,10.4,10.2,0.2,2,0.5208333333333334,0.5625
2019,Márquez, Germán,608566,Rockies,COL,R,94.7,444,2616,16.14814814814815,0.16972477064220184,SIFT,Sinker,22.6,-22.3,0.3,1,13.2,-15.4,-2.2,-14,0.5730337078651685,0.13108614232209737
2019,Rondón, Héctor,444468,Astros,HOU,R,96.7,443,994,6.135802469135802,0.44567404426559354,FF,4-Seamer,14.4,-14.1,-0.3,-2,7.9,-7.9,0,0,0.4496487119437939,0.4894613583138173
2019,Harvey, Matt,518774,Angels,LAA,R,93.2,443,999,6.166666666666667,0.44344344344344344,FF,4-Seamer,17.7,-16,-1.7,-11,12.1,-7.3,4.8,65,0.2107728337236534,0.9391100702576113
2019,Lamet, Dinelson,659275,Padres,SD,R,95.9,442,1233,7.611111111111111,0.3584752635847526,FF,4-Seamer,14.9,-14.6,-0.3,-2,5.6,-7.8,-2.1,-28,0.4496487119437939,0.25526932084309134
2019,Lugo, Seth,607625,Mets,NYM,R,94.5,441,1275,7.87037037037037,0.3458823529411765,FF,4-Seamer,14.4,-15.7,1.3,9,7.5,-8.3,-0.7,-9,0.7822014051522248,0.3864168618266979
2019,Anderson, Nick,623433,Rays,TB,R,83.1,441,1101,6.796296296296297,0.40054495912806537,CUKC,Curveball,43,-50,-7,-14,1.3,6.1,-4.8,-78,0.058394160583941604,0.09124087591240876
2019,Smith, Will,519293,Giants,SF,L,81.6,441,1043,6.438271604938271,0.4228187919463087,SL,Slider,41.2,-41.4,-0.2,0,9.2,6.2,3,49,0.47619047619047616,0.8422619047619048
2019,Grace, Matt,594840,Nationals,WSH,L,91.2,440,704,4.345679012345679,0.625,SIFT,Sinker,26,-23.6,2.4,10,14.6,-14.8,-0.2,-1,0.8127340823970037,0.4344569288389513
2019,Garcia, Yimi,554340,Dodgers,LAD,R,94.2,440,998,6.160493827160494,0.4408817635270541,FF,4-Seamer,17.8,-17.3,-0.5,-3,7.4,-9.8,-2.5,-25,0.405152224824356,0.22014051522248243
2019,Thornton, Trent,663423,Blue Jays,TOR,R,88.1,440,2759,17.030864197530864,0.1594780717651323,FC,Cutter,30.8,-29.1,-1.7,-6,4.5,2.3,2.1,93,0.28125,0.828125
2019,Yacabonis, Jimmy,642231,Orioles,BAL,R,93.7,440,770,4.753086419753086,0.5714285714285714,SIFT,Sinker,21.5,-22.7,-1.2,-5,16.9,-15.3,1.6,10,0.3707865168539326,0.7865168539325843
2019,Vincent, Nick,543883,Phillies,PHI,R,88.9,439,751,4.635802469135802,0.5845539280958721,FF,4-Seamer,18.8,-19,0.3,1,4.3,-7.4,-3.1,-42,0.5831381733021077,0.17330210772833723
2019,Law, Derek,571882,Blue Jays,TOR,R,94,438,1194,7.37037037037037,0.36683417085427134,FF,4-Seamer,15.9,-14.6,-1.3,-9,3.2,-6.6,-3.4,-51,0.25995316159250587,0.1451990632318501
2019,Brewer, Colten,605155,Red Sox,BOS,R,82,438,1016,6.271604938271605,0.4311023622047244,CUKC,Curveball,58.7,-52,6.7,13,11.7,6.2,5.5,88,0.948905109489051,0.9452554744525548
2019,Kahnle, Tommy,592454,Yankees,NYY,R,96.5,437,1026,6.333333333333333,0.42592592592592593,FF,4-Seamer,13.6,-13.9,0.2,2,6.6,-7.5,-0.9,-12,0.5644028103044496,0.3747072599531616
2019,Osuna, Roberto,532077,Astros,HOU,R,96.7,436,961,5.932098765432099,0.45369406867845996,FF,4-Seamer,11.1,-13.9,2.8,20,6,-7.7,-1.6,-21,0.9695550351288056,0.32084309133489464
2019,Holland, Derek,502706,Cubs,CHC,L,81.1,436,1487,9.179012345679013,0.29320780094149296,SL,Slider,38.5,-42.1,-3.7,-9,0.6,7.7,-8.3,-108,0.10714285714285714,0.005952380952380952
2019,Senzatela, Antonio,622608,Rockies,COL,R,84.4,436,2237,13.808641975308642,0.19490388913723738,SL,Slider,38.8,-37.5,1.3,3,5.6,4.8,0.8,16,0.6547619047619048,0.6488095238095238
2019,Carrasco, Carlos,471911,Guardians,CLE,R,84.7,434,1274,7.864197530864198,0.34065934065934067,SL,Slider,39.1,-36.5,2.6,7,2.4,5.3,-2.9,-55,0.7946428571428571,0.15773809523809523
2019,Peacock, Brad,502748,Astros,HOU,R,81.3,432,1510,9.320987654320987,0.2860927152317881,SL,Slider,35.5,-42.2,-6.7,-16,13.8,10,3.8,38,0.005952380952380952,0.8839285714285714
2019,Ross, Joe,605452,Nationals,WSH,R,94,432,1138,7.0246913580246915,0.37961335676625657,SIFT,Sinker,20.7,-21.4,-0.7,-3,14.5,-14.6,-0.2,-1,0.41198501872659177,0.4344569288389513
2019,LeBlanc, Wade,453281,Mariners,SEA,L,86.1,432,1955,12.067901234567902,0.22097186700767263,SIFT,Sinker,26.1,-26.8,-0.7,-2,15.3,-14.3,1,7,0.41198501872659177,0.6928838951310862
2019,Yates, Kirby,489446,Padres,SD,R,86.3,430,1021,6.302469135802469,0.42115572967678744,FS,Splitter,37.6,-33.9,3.7,11,13.6,-11.9,1.7,15,0.9354838709677419,0.8064516129032258
2019,Plutko, Adam,592644,Guardians,CLE,R,85.9,430,1794,11.074074074074074,0.23968784838350055,FC,Cutter,29.7,-30.5,0.8,3,4.2,2.6,1.6,62,0.671875,0.7734375
2019,Claudio, Alex,592222,Brewers,MIL,L,85.6,429,978,6.037037037037037,0.4386503067484663,SIFT,Sinker,44,-39.2,4.8,12,17.6,-16.1,1.5,9,0.947565543071161,0.7677902621722846
2019,Waguespack, Jacob,621097,Blue Jays,TOR,R,92.3,429,1333,8.228395061728396,0.3218304576144036,FF,4-Seamer,15.3,-15.8,0.5,3,1.7,-6.5,-4.8,-74,0.6346604215456675,0.06323185011709602
2019,Ramirez, Nick,598286,Tigers,DET,L,86.7,428,1323,8.217391304347826,0.3235071806500378,FC,Cutter,28.8,-30,1.2,4,0.9,2.4,-3.3,-137,0.71875,0.0859375
2019,Carrasco, Carlos,471911,Guardians,CLE,R,93.8,428,1274,7.864197530864198,0.3359497645211931,FF,4-Seamer,17,-15.7,-1.2,-8,11.8,-7.8,4,51,0.2786885245901639,0.9063231850117096
2019,Hernández, Félix,433587,Mariners,SEA,R,79.3,428,1216,7.506172839506172,0.3519736842105263,CUKC,Curveball,53.1,-54.1,-1,-2,9.9,9.2,0.6,7,0.3978102189781022,0.5693430656934306
2019,Greene, Shane,572888,Braves,ATL,R,92.6,428,949,5.8580246913580245,0.45100105374077976,SIFT,Sinker,23.1,-22.9,0.2,1,15.7,-14.9,0.8,5,0.550561797752809,0.651685393258427
2019,Happ, J.A.,457918,Yankees,NYY,L,86,428,2696,16.641975308641975,0.15875370919881307,CH,Changeup,29.4,-30.2,-0.8,-3,14.6,-13.4,1.2,9,0.4097222222222222,0.6805555555555556
2019,Chirinos, Yonny,630023,Rays,TB,R,87.5,428,1985,12.253086419753087,0.21561712846347608,SL,Slider,29.6,-32.7,-3.1,-9,3.6,3.6,0,-1,0.1488095238095238,0.5267857142857143
2019,Germán, Domingo,593334,Yankees,NYY,R,87,427,2247,13.87037037037037,0.19003115264797507,CH,Changeup,26.6,-29.5,-2.9,-10,17.4,-14.2,3.2,23,0.14930555555555555,0.9305555555555556
2019,Leake, Mike,502190,D-backs,ARI,R,88.6,427,2975,18.364197530864196,0.14352941176470588,FF,4-Seamer,27.6,-23.2,-4.4,-19,8.1,-8.5,-0.4,-5,0.0351288056206089,0.4332552693208431
2019,Brooks, Aaron,605156,Orioles,BAL,R,85.6,426,1899,11.722222222222221,0.22432859399684044,SL,Slider,36,-36,0,0,1.5,4.3,-2.8,-65,0.5,0.16666666666666666
2019,Cortes, Nestor,641482,Yankees,NYY,L,81.5,425,1301,8.030864197530864,0.32667179093005383,SL,Slider,39.2,-41.8,-2.6,-6,5.4,9.2,-3.8,-41,0.20238095238095238,0.11607142857142858
2019,Fried, Max,608331,Braves,ATL,L,83.7,425,2670,16.48148148148148,0.15917602996254682,SL,Slider,42.6,-38.6,4,10,12.7,5.8,6.9,118,0.8988095238095238,0.9553571428571429
2019,Velasquez, Vince,592826,Phillies,PHI,R,86.4,424,2120,13.08641975308642,0.2,SL,Slider,35,-34.3,0.7,2,5.8,4.2,1.6,38,0.5863095238095238,0.7380952380952381
2019,Kershaw, Clayton,477132,Dodgers,LAD,L,73.5,423,2672,16.493827160493826,0.15830838323353294,CUKC,Curveball,68,-64.1,3.9,6,3.4,10.1,-6.7,-66,0.7846715328467153,0.025547445255474453
2019,Ramirez, Nick,598286,Tigers,DET,L,79.1,423,1323,8.217391304347826,0.3197278911564626,CH,Changeup,36,-34.4,1.6,5,13.1,-14,-0.9,-7,0.7013888888888888,0.3472222222222222
2019,Santiago, Héctor,502327,White Sox,CWS,L,91.8,423,715,4.440993788819876,0.5916083916083916,FF,4-Seamer,18.4,-17.2,-1.2,-7,13.2,-7.7,5.5,72,0.2786885245901639,0.9648711943793911
2019,Montgomery, Mike,543557,Royals,KC,L,92.3,422,1579,9.746913580246913,0.26725775807473084,SIFT,Sinker,21.9,-21.6,0.3,1,13.4,-14.1,-0.7,-5,0.5730337078651685,0.35580524344569286
2019,McHugh, Collin,543521,Astros,HOU,R,90.8,419,1294,7.987654320987654,0.32380216383307575,FF,4-Seamer,17.3,-17.2,-0.1,0,10.3,-7.2,3.1,42,0.5128805620608899,0.8266978922716628
2019,Workman, Brandon,519443,Red Sox,BOS,R,92.9,418,1244,7.679012345679013,0.3360128617363344,FF,4-Seamer,13.5,-14,0.5,4,2.5,-5.4,-2.9,-54,0.6346604215456675,0.19437939110070257
2019,Wood, Hunter,621056,Guardians,CLE,R,93.6,418,752,4.6419753086419755,0.5558510638297872,FF,4-Seamer,12.2,-15.4,3.2,21,1.4,-6.9,-5.5,-80,0.990632318501171,0.0468384074941452
2019,Guerra, Junior,448855,Brewers,MIL,R,94.6,418,1392,8.592592592592593,0.30028735632183906,FF,4-Seamer,12.3,-15.2,2.9,19,6.5,-7.7,-1.2,-16,0.9765807962529274,0.35362997658079626
2019,Devenski, Chris,606965,Astros,HOU,R,84,418,1144,7.061728395061729,0.36538461538461536,CH,Changeup,35.1,-30.6,4.6,15,15.1,-12.4,2.7,22,0.9236111111111112,0.8784722222222222
2019,Hill, Rich,448179,Dodgers,LAD,L,74.2,417,966,5.962962962962963,0.43167701863354035,CUKC,Curveball,66.4,-62.1,4.3,7,18.5,11.1,7.4,66,0.8102189781021898,0.9781021897810219
2019,Mayza, Tim,641835,Blue Jays,TOR,L,94.3,416,921,5.685185185185185,0.4516829533116178,SIFT,Sinker,20.1,-20.3,-0.2,-1,15.9,-14.2,1.8,13,0.49063670411985016,0.8389513108614233
2019,Iglesias, Raisel,628452,Reds,CIN,R,95.4,415,1133,6.993827160493828,0.3662842012356575,FF,4-Seamer,15,-15.3,0.3,2,8.1,-8.4,-0.3,-4,0.5831381733021077,0.4496487119437939
2019,Giolito, Lucas,608337,White Sox,CWS,R,84.6,414,2814,17.47826086956522,0.14712153518123666,SL,Slider,32.3,-36.5,-4.1,-11,2.6,4.1,-1.5,-36,0.09226190476190477,0.32142857142857145
2019,Ramirez, Noé,598287,Angels,LAA,R,77.7,414,1124,6.938271604938271,0.3683274021352313,CUKC,Curveball,50,-52.1,-2,-4,13.6,13.2,0.4,3,0.33211678832116787,0.551094890510949
2019,Richard, Clayton,453385,Blue Jays,TOR,L,90.2,414,728,4.493827160493828,0.5686813186813187,SIFT,Sinker,33.1,-26.9,6.2,23,18.4,-15.7,2.8,18,0.9812734082397003,0.947565543071161
2019,Voth, Austin,608723,Nationals,WSH,R,92.7,413,684,4.222222222222222,0.6038011695906432,FF,4-Seamer,15.3,-16.3,1,6,4.3,-7.6,-3.3,-44,0.7306791569086651,0.15456674473067916
2019,Peacock, Brad,502748,Astros,HOU,R,92.5,413,1510,9.320987654320987,0.27350993377483446,FF,4-Seamer,17.4,-17.5,0.1,1,13.4,-8.8,4.6,52,0.5550351288056206,0.9344262295081968
2019,Watson, Tony,453265,Giants,SF,L,93,413,813,5.018518518518518,0.5079950799507995,SIFT,Sinker,24.2,-24.3,-0.1,0,16.7,-15.9,0.8,5,0.5093632958801498,0.651685393258427
2019,Stripling, Ross,548389,Dodgers,LAD,R,79.8,412,1445,8.919753086419753,0.28512110726643597,CUKC,Curveball,58.7,-54.4,4.3,8,5.4,5.7,-0.3,-5,0.8102189781021898,0.4854014598540146
2019,Junis, Jakob,596001,Royals,KC,R,79.3,411,2926,18.061728395061728,0.1404647983595352,CUKC,Curveball,48.6,-54.3,-5.7,-11,15.3,8.6,6.7,78,0.11313868613138686,0.9562043795620438
2019,Wingenter, Trey,622259,Padres,SD,R,85.8,408,906,5.592592592592593,0.4503311258278146,SL,Slider,38.3,-35.1,3.2,9,1.8,4.3,-2.5,-59,0.8511904761904762,0.19940476190476192
2019,Elías, Roenis,606273,Nationals,WSH,L,93.9,408,847,5.228395061728395,0.4817001180637544,FF,4-Seamer,13.9,-16,2.1,13,9.1,-8,1.1,13,0.9133489461358314,0.594847775175644
2019,Chatwood, Tyler,543022,Cubs,CHC,R,96.1,407,1285,7.932098765432099,0.3167315175097276,FF,4-Seamer,14.1,-14.9,0.8,5,5.1,-8.6,-3.5,-40,0.6908665105386417,0.12646370023419204
2019,Kline, Branden,571858,Orioles,BAL,R,96.2,407,708,4.37037037037037,0.5748587570621468,FF,4-Seamer,13.1,-13.6,0.5,4,8.9,-7,1.9,28,0.6346604215456675,0.702576112412178
2019,Kikuchi, Yusei,579328,Mariners,SEA,L,75,406,2721,16.796296296296298,0.1492098493201029,CUKC,Curveball,63.7,-61,2.7,4,6.9,10.9,-4,-37,0.6970802919708029,0.1386861313868613
2019,Brewer, Colten,605155,Red Sox,BOS,R,93.4,405,1016,6.271604938271605,0.3986220472440945,FC,Cutter,24.5,-22.8,-1.6,-7,2.8,1.8,1,58,0.296875,0.6328125
2019,Cimber, Adam,643256,Guardians,CLE,R,84.9,405,797,4.919753086419753,0.5081555834378921,SIFT,Sinker,46.6,-46.6,0,0,13.7,-13.7,0,0,0.5318352059925093,0.48314606741573035
2019,Chavez, Jesse,445926,Rangers,TEX,R,88.2,405,1307,8.067901234567902,0.3098699311400153,FC,Cutter,24,-28.8,4.8,17,0.4,2.1,-2.6,-119,0.9453125,0.140625
2019,Kingham, Nick,592468,Blue Jays,TOR,R,91.9,403,1027,6.339506172839506,0.3924050632911392,FF,4-Seamer,18.5,-16.4,-2.2,-13,3.1,-6.8,-3.7,-55,0.14754098360655737,0.10772833723653395
2019,Rodney, Fernando,407845,Nationals,WSH,R,93.6,403,881,5.438271604938271,0.45743473325766176,SIFT,Sinker,19.1,-21.8,-2.7,-13,13.5,-14.8,-1.3,-9,0.20599250936329588,0.25842696629213485
2019,Valdez, Framber,664285,Astros,HOU,L,79.4,402,1175,7.253086419753086,0.3421276595744681,CUKC,Curveball,59.8,-53.9,5.9,11,13.7,9.3,4.4,48,0.9124087591240876,0.9014598540145985
2019,Cahill, Trevor,502239,Angels,LAA,R,83.4,402,1788,11.037037037037036,0.22483221476510068,CH,Changeup,37.9,-30.5,7.4,24,13.6,-12.5,1.1,9,0.9965277777777778,0.6666666666666666
2019,Buehler, Walker,621111,Dodgers,LAD,R,86.8,402,2838,17.51851851851852,0.1416490486257928,SL,Slider,38,-34.5,3.5,10,11.1,4.4,6.6,150,0.875,0.9434523809523809
2019,Scherzer, Max,453286,Nationals,WSH,R,84.3,401,2770,17.098765432098766,0.1447653429602888,CH,Changeup,36.3,-33.4,2.9,9,15.7,-14.6,1,7,0.8159722222222222,0.6388888888888888
2019,Hand, Brad,543272,Guardians,CLE,L,92.7,401,946,5.839506172839506,0.42389006342494717,FF,4-Seamer,17.4,-16.7,-0.7,-4,11.4,-8.4,2.9,35,0.35362997658079626,0.810304449648712
2019,Matz, Steven,571927,Mets,NYM,L,78.5,401,2702,16.679012345679013,0.14840858623242043,CUKC,Curveball,53,-54.9,-2,-4,12.3,10.6,1.7,16,0.33211678832116787,0.6934306569343066
2019,Bard, Luke,572703,Angels,LAA,R,86,400,818,5.049382716049383,0.4889975550122249,SL,Slider,36.3,-35.9,0.5,1,5.4,4.8,0.6,13,0.5565476190476191,0.6071428571428571
2019,Giles, Ken,571704,Blue Jays,TOR,R,86.4,399,810,5,0.4925925925925926,SL,Slider,35.1,-36,-0.8,-2,0.9,4.4,-5.2,-121,0.38392857142857145,0.03869047619047619
2019,Liriano, Francisco,434538,Pirates,PIT,L,93,398,1133,6.993827160493828,0.35127978817299205,SIFT,Sinker,21,-22.2,-1.3,-6,13.6,-14.8,-1.2,-8,0.35580524344569286,0.27340823970037453
2019,Arrieta, Jake,453562,Phillies,PHI,R,87.5,398,2192,13.530864197530864,0.18156934306569342,CH,Changeup,35.7,-29.2,6.4,22,17,-13.9,3.1,22,0.9756944444444444,0.9236111111111112
2019,Kelly, Merrill,518876,D-backs,ARI,R,86,398,2962,18.28395061728395,0.13436866981769074,CH,Changeup,23.9,-29.9,-6,-20,12.6,-13.7,-1.2,-8,0.020833333333333332,0.2847222222222222
2019,Giles, Ken,571704,Blue Jays,TOR,R,96.9,397,810,5,0.4901234567901235,FF,4-Seamer,13.3,-14.6,1.2,8,9.9,-8.2,1.7,20,0.7681498829039812,0.6651053864168618
2019,Biagini, Joe,607352,Astros,HOU,R,94.1,397,1142,7.049382716049383,0.3476357267950963,SIFT,Sinker,16.1,-20.1,-3.9,-20,11.4,-13.8,-2.3,-17,0.1198501872659176,0.12734082397003746
2019,Martin, Chris,455119,Braves,ATL,R,95.9,395,865,5.339506172839506,0.45664739884393063,FF,4-Seamer,14.6,-14,-0.6,-4,6.7,-7.3,-0.6,-8,0.3864168618266979,0.40749414519906324
2019,López, Pablo,641154,Marlins,MIA,R,85.7,395,1796,11.08641975308642,0.21993318485523386,CH,Changeup,33.7,-30.3,3.4,11,17.2,-13.8,3.3,24,0.84375,0.9444444444444444
2019,Guerra, Junior,448855,Brewers,MIL,R,94.8,395,1392,8.592592592592593,0.28376436781609193,SIFT,Sinker,17,-20.9,-3.9,-19,14.4,-14.7,-0.4,-3,0.1198501872659176,0.40823970037453183
2019,Bailey, Homer,456701,Athletics,OAK,R,87.3,394,2836,17.506172839506174,0.1389280677009873,SL,Slider,30.1,-33.1,-3,-9,2.4,3.5,-1.1,-31,0.15476190476190477,0.4107142857142857
