year,last_name, first_name,pitcher_id,team_name,team_name_abbrev,pitch_hand,avg_speed,pitches_thrown,total_pitches,pitches_per_game,pitch_per,pitch_type,pitch_type_name,pitcher_break_z,league_break_z,diff_z,rise,pitcher_break_x,league_break_x,diff_x,tail,percent_rank_diff_z,percent_rank_diff_x
2019,Bailey, Homer,456701,Athletics,OAK,R,93,1316,2836,17.506172839506174,0.46403385049365303,FF,4-Seamer,16.4,-15.3,-1,-7,8,-6.6,1.4,21,0.3114754098360656,0.6370023419203747
2019,Ray, Robbie,592662,D-backs,ARI,L,92.4,1307,3064,18.91358024691358,0.42656657963446476,FF,4-Seamer,14,-15.9,1.9,12,7.1,-6.7,0.4,7,0.8875878220140515,0.531615925058548
2019,Rodriguez, Eduardo,593958,Red Sox,BOS,L,93,1305,3495,21.574074074074073,0.37339055793991416,FF,4-Seamer,18.1,-16.4,-1.7,-10,8.9,-7.8,1.1,14,0.2107728337236534,0.594847775175644
2019,Happ, J.A.,457918,Yankees,NYY,L,92,1304,2696,16.641975308641975,0.4836795252225519,FF,4-Seamer,15.3,-16.5,1.1,7,8.1,-6.9,1.2,18,0.7447306791569087,0.6065573770491803
2019,Kikuchi, Yusei,579328,Mariners,SEA,L,92.5,1287,2721,16.796296296296298,0.4729878721058434,FF,4-Seamer,16.1,-16.1,0,0,5.7,-7.2,-1.5,-21,0.5339578454332553,0.33021077283372363
2019,Greinke, Zack,425844,Astros,HOU,R,89.9,1272,3113,19.21604938271605,0.4086090587857372,FF,4-Seamer,17.8,-17.4,-0.4,-2,2,-6.2,-4.2,-68,0.4262295081967213,0.08430913348946135
2019,Teheran, Julio,527054,Braves,ATL,R,89.7,1265,3036,18.74074074074074,0.4166666666666667,FF,4-Seamer,21.7,-20.1,-1.6,-8,6.4,-8.6,-2.2,-25,0.22482435597189696,0.2388758782201405
2019,Gonzales, Marco,594835,Mariners,SEA,L,88.9,1246,3232,19.950617283950617,0.38551980198019803,FF,4-Seamer,18.6,-18.3,-0.3,-2,11.3,-7,4.2,61,0.4496487119437939,0.9203747072599532
2019,Peralta, Freddy,642547,Brewers,MIL,R,93.6,1243,1599,9.87037037037037,0.7773608505315822,FF,4-Seamer,14.5,-16.1,1.6,10,7.2,-7.6,-0.4,-5,0.8430913348946136,0.4332552693208431
2019,Corbin, Patrick,571578,Nationals,WSH,L,81.7,1224,3299,20.364197530864196,0.3710215216732343,SL,Slider,42,-40.7,1.3,3,3.6,6,-2.4,-40,0.6547619047619048,0.2113095238095238
2019,Mahle, Tyler,641816,Reds,CIN,R,93.3,1221,2211,13.648148148148149,0.5522388059701493,FF,4-Seamer,17.3,-16,-1.3,-8,11.7,-7.7,4,52,0.25995316159250587,0.9063231850117096
2019,Arrieta, Jake,453562,Phillies,PHI,R,92.5,1216,2192,13.530864197530864,0.5547445255474452,SIFT,Sinker,23.2,-22.3,0.9,4,16.4,-14.6,1.8,12,0.6441947565543071,0.8389513108614233
2019,Gray, Jon,592351,Rockies,COL,R,96,1216,2373,14.648148148148149,0.5124315212810788,FF,4-Seamer,18.3,-14.5,-3.8,-26,11,-7.9,3.1,39,0.06088992974238876,0.8266978922716628
2019,Thornton, Trent,663423,Blue Jays,TOR,R,92.9,1214,2759,17.030864197530864,0.4400144980065241,FF,4-Seamer,15.8,-16.8,1,6,3.7,-8.3,-4.6,-56,0.7306791569086651,0.06791569086651054
2019,Williams, Trevor,592866,Pirates,PIT,R,91.7,1208,2327,14.364197530864198,0.5191233347657929,FF,4-Seamer,18.2,-16.8,-1.4,-8,6.4,-7.6,-1.2,-16,0.2459016393442623,0.35362997658079626
2019,Lyles, Jordan,543475,Brewers,MIL,R,92.6,1194,2456,15.160493827160494,0.48615635179153094,FF,4-Seamer,14.9,-15.4,0.5,3,6.9,-6.8,0.1,2,0.6346604215456675,0.5035128805620609
2019,Turnbull, Spencer,605513,Tigers,DET,R,93.6,1191,2661,16.527950310559007,0.447576099210823,FF,4-Seamer,20,-16,-4,-25,2.2,-7.9,-5.7,-72,0.0468384074941452,0.03747072599531616
2019,Pineda, Michael,501381,Twins,MIN,R,92.5,1181,2278,14.061728395061728,0.5184372256365233,FF,4-Seamer,18.5,-15.7,-2.8,-18,6.1,-6.4,-0.3,-5,0.09836065573770492,0.4496487119437939
2019,Nola, Aaron,605400,Phillies,PHI,R,93.1,1180,3332,20.567901234567902,0.35414165666266506,FF,4-Seamer,18.2,-17.5,-0.7,-4,12.9,-8.7,4.3,49,0.35362997658079626,0.927400468384075
2019,Bundy, Dylan,605164,Orioles,BAL,R,91.1,1178,2778,17.14814814814815,0.4240460763138949,FF,4-Seamer,14.6,-16.9,2.3,14,5.2,-6.7,-1.6,-23,0.936768149882904,0.32084309133489464
2019,Nola, Aaron,605400,Phillies,PHI,R,79.1,1174,3332,20.567901234567902,0.35234093637454983,CUKC,Curveball,55.1,-52.3,2.8,5,14.9,13.1,1.8,14,0.7043795620437956,0.708029197080292
2019,Morton, Charlie,450203,Rays,TB,R,78.6,1172,3139,19.376543209876544,0.3733673144313476,CUKC,Curveball,55.5,-54.6,0.9,2,18.6,10.5,8.1,77,0.5255474452554745,0.9890510948905109
2019,Anderson, Brett,474463,Athletics,OAK,L,90.7,1165,2659,16.41358024691358,0.4381346370816096,SIFT,Sinker,25.7,-23.2,2.4,11,14.7,-14.1,0.6,4,0.8127340823970037,0.6179775280898876
2019,Soroka, Mike,647336,Braves,ATL,R,92.3,1140,2557,15.783950617283951,0.4458349628470864,SIFT,Sinker,25.7,-22.6,3.1,14,15.9,-14.1,1.9,13,0.8689138576779026,0.8689138576779026
2019,Cashner, Andrew,488768,Red Sox,BOS,R,93.9,1138,2511,15.5,0.4532058940661091,FF,4-Seamer,15.1,-15.6,0.5,3,7.9,-7.7,0.3,4,0.6346604215456675,0.5175644028103045
2019,Beede, Tyler,595881,Giants,SF,R,94.2,1137,2028,12.518518518518519,0.5606508875739645,FF,4-Seamer,16.9,-15.6,-1.3,-8,10.5,-7.9,2.6,33,0.25995316159250587,0.7939110070257611
2019,Keller, Brad,641745,Royals,KC,R,93.7,1133,2711,16.734567901234566,0.4179269642198451,FF,4-Seamer,17.2,-15.6,-1.5,-10,0,-7.3,-7.3,-100,0.234192037470726,0.00702576112412178
2019,Kershaw, Clayton,477132,Dodgers,LAD,L,90.3,1130,2672,16.493827160493826,0.42290419161676646,FF,4-Seamer,14.6,-17,2.4,14,1.2,-6.2,-7.4,-120,0.9484777517564403,0.00468384074941452
2019,Corbin, Patrick,571578,Nationals,WSH,L,91.8,1130,3299,20.364197530864196,0.3425280387996363,SIFT,Sinker,21.5,-21.9,-0.4,-2,14.7,-14.1,0.6,4,0.4606741573033708,0.6179775280898876
2019,Hendricks, Kyle,543294,Cubs,CHC,R,86.7,1120,2698,16.65432098765432,0.41512231282431433,SIFT,Sinker,26.9,-26.7,0.2,1,12.7,-14.1,-1.4,-10,0.550561797752809,0.2397003745318352
2019,Sampson, Adrian,592716,Rangers,TEX,R,92.5,1114,2056,12.691358024691358,0.541828793774319,SIFT,Sinker,19.8,-22.5,-2.7,-12,13.1,-14.7,-1.6,-11,0.20599250936329588,0.19101123595505617
2019,Stroman, Marcus,573186,Mets,NYM,R,92.5,1106,3047,18.808641975308642,0.36297998030850015,SIFT,Sinker,28.1,-24.1,4,17,12,-15.5,-3.5,-22,0.9138576779026217,0.03745318352059925
2019,Kelly, Merrill,518876,D-backs,ARI,R,92,1106,2962,18.28395061728395,0.37339635381498987,FF,4-Seamer,17.2,-16.7,-0.5,-3,4.7,-7.5,-2.9,-38,0.405152224824356,0.19437939110070257
2019,Nova, Iván,467100,White Sox,CWS,R,92.3,1101,3005,18.664596273291924,0.36638935108153076,SIFT,Sinker,25.5,-22.2,3.3,15,17.2,-14.5,2.7,19,0.8801498127340824,0.9438202247191011
2019,Chirinos, Yonny,630023,Rays,TB,R,93.9,1092,1985,12.253086419753087,0.5501259445843829,SIFT,Sinker,20.1,-20.6,-0.5,-2,17.2,-14.2,3,21,0.44569288389513106,0.9662921348314607
2019,Boyd, Matthew,571510,Tigers,DET,L,79.6,1091,3118,19.366459627329192,0.349903784477229,SL,Slider,46,-43.7,2.4,5,4.2,10.6,-6.4,-60,0.7767857142857143,0.01488095238095238
2019,Wacha, Michael,608379,Cardinals,STL,R,93,1089,2199,13.574074074074074,0.495225102319236,FF,4-Seamer,14.2,-14.8,0.6,4,6.8,-6,0.8,14,0.6627634660421545,0.5667447306791569
2019,Bumgarner, Madison,518516,Giants,SF,L,87.2,1079,3244,20.02469135802469,0.33261405672009864,FC,Cutter,28.1,-28.5,0.4,2,1.1,2.1,-1,-49,0.59375,0.265625
2019,Clevinger, Mike,605182,Guardians,CLE,R,95.4,1067,2090,12.901234567901234,0.5105263157894737,FF,4-Seamer,12.2,-14.6,2.4,16,5.3,-7.6,-2.3,-30,0.9484777517564403,0.22950819672131148
2019,Norris, Daniel,596057,Tigers,DET,L,90.8,1061,2361,14.664596273291925,0.44938585345192716,FF,4-Seamer,17.2,-17.6,0.3,2,6.6,-7.4,-0.7,-10,0.5831381733021077,0.3864168618266979
2019,Darvish, Yu,506433,Cubs,CHC,R,86.9,1040,2848,17.580246913580247,0.3651685393258427,FC,Cutter,36.6,-29.7,-6.9,-23,5.6,2.6,3.1,120,0.0234375,0.9296875
2019,Lester, Jon,452657,Cubs,CHC,L,87.9,1040,3043,18.78395061728395,0.3417679921130463,FC,Cutter,25.1,-28,2.9,10,1.6,2,-0.4,-19,0.8671875,0.390625
2019,Strasburg, Stephen,544931,Nationals,WSH,R,81.2,1037,3384,20.88888888888889,0.3064420803782506,CUKC,Curveball,49.5,-51.5,-1.9,-4,12.9,8.7,4.3,49,0.35036496350364965,0.8905109489051095
2019,Wainwright, Adam,425794,Cardinals,STL,R,74.9,1025,2876,17.753086419753085,0.35639777468706535,CUKC,Curveball,62.4,-61.3,1.1,2,18.4,10.5,7.9,75,0.5474452554744526,0.9854014598540146
2019,deGrom, Jacob,594798,Mets,NYM,R,92.5,1022,3297,20.35185185185185,0.3099787685774947,SL,Slider,24.6,-25.2,-0.6,-2,3,2.1,0.9,42,0.43154761904761907,0.6607142857142857
2019,Pomeranz, Drew,519141,Brewers,MIL,L,92.8,1022,1956,12.074074074074074,0.5224948875255624,FF,4-Seamer,13.8,-16.4,2.6,16,6.1,-8.3,-2.2,-27,0.9625292740046838,0.2388758782201405
2019,Smyly, Drew,592767,Phillies,PHI,L,91.2,1016,2130,13.148148148148149,0.47699530516431926,SIFT,Sinker,14.7,-22.1,-7.4,-34,5.5,-13.1,-7.6,-58,0.003745318352059925,0
2019,Brault, Steven,643230,Pirates,PIT,L,92.1,1013,2001,12.351851851851851,0.5062468765617192,FF,4-Seamer,19.4,-16.8,-2.6,-15,9.3,-7.7,1.6,20,0.11475409836065574,0.6557377049180327
2019,Berríos, José,621244,Twins,MIN,R,93.1,1009,3132,19.333333333333332,0.3221583652618135,FF,4-Seamer,17,-16.1,-0.9,-5,9.9,-7.8,2.1,26,0.33021077283372363,0.7259953161592506
2019,Kershaw, Clayton,477132,Dodgers,LAD,L,86.9,1005,2672,16.493827160493826,0.37612275449101795,SL,Slider,28.8,-34.1,-5.3,-15,4.8,3.8,1,27,0.041666666666666664,0.6726190476190477
2019,Bassitt, Chris,605135,Athletics,OAK,R,93.2,1000,2430,15,0.411522633744856,SIFT,Sinker,21,-22.4,-1.4,-6,15.7,-14.9,0.8,5,0.3445692883895131,0.651685393258427
2019,Tanaka, Masahiro,547888,Yankees,NYY,R,83.3,1000,2787,17.203703703703702,0.35880875493362036,SL,Slider,39.7,-39.5,0.3,1,6.7,8,-1.3,-16,0.5297619047619048,0.36607142857142855
2019,Richards, Trevor,670950,Rays,TB,R,90.8,999,2290,14.135802469135802,0.43624454148471614,FF,4-Seamer,15.1,-16.7,1.7,10,7.9,-6.6,1.3,19,0.8618266978922716,0.6206088992974239
2019,Castillo, Luis,622491,Reds,CIN,R,87.2,998,3158,19.493827160493826,0.31602279924002535,CH,Changeup,34.3,-33.2,1.1,3,16.8,-15.8,1,6,0.6319444444444444,0.6388888888888888
2019,Anderson, Chase,502624,Brewers,MIL,R,93.3,998,2392,14.765432098765432,0.41722408026755853,FF,4-Seamer,15.1,-16.1,1,6,8.7,-7.6,1.1,14,0.7306791569086651,0.594847775175644
2019,Musgrove, Joe,605397,Pirates,PIT,R,92.7,997,2657,16.401234567901234,0.375235227700414,FF,4-Seamer,19.7,-15.8,-3.9,-25,5.2,-6.8,-1.6,-23,0.053864168618266976,0.32084309133489464
2019,Quintana, José,500779,Cubs,CHC,L,91.4,995,2826,17.444444444444443,0.35208775654635527,FF,4-Seamer,16.8,-16.6,-0.2,-1,4.4,-6.9,-2.5,-36,0.47540983606557374,0.22014051522248243
2019,Green, Chad,643338,Yankees,NYY,R,96.4,984,1320,8.148148148148149,0.7454545454545455,FF,4-Seamer,11.9,-14,2,15,6.9,-7.6,-0.7,-9,0.8969555035128806,0.3864168618266979
2019,Junis, Jakob,596001,Royals,KC,R,91.7,984,2926,18.061728395061728,0.3362952836637047,FF,4-Seamer,18.9,-16.9,-2,-12,6,-7.4,-1.4,-19,0.1686182669789227,0.3442622950819672
2019,Heaney, Andrew,571760,Angels,LAA,L,92.5,978,1689,10.425925925925926,0.5790408525754884,SIFT,Sinker,16.5,-23.9,-7.4,-31,14.2,-15.4,-1.2,-8,0.003745318352059925,0.27340823970037453
2019,Strasburg, Stephen,544931,Nationals,WSH,R,93.9,969,3384,20.88888888888889,0.28634751773049644,FF,4-Seamer,15.7,-15.1,-0.6,-4,9.6,-7.2,2.4,33,0.3864168618266979,0.7704918032786885
2019,Plutko, Adam,592644,Guardians,CLE,R,91.1,967,1794,11.074074074074074,0.5390189520624303,FF,4-Seamer,14.8,-17,2.1,13,4.2,-6.8,-2.6,-39,0.9133489461358314,0.2154566744730679
2019,Chacín, Jhoulys,468504,Red Sox,BOS,R,79.8,964,1945,12.006172839506172,0.49562982005141387,SL,Slider,41,-44.2,-3.2,-7,12.8,9.2,3.5,38,0.13988095238095238,0.8720238095238095
2019,DeSclafani, Anthony,543101,Reds,CIN,R,94.7,963,2668,16.469135802469136,0.36094452773613195,FF,4-Seamer,14.3,-15.2,0.9,6,9.6,-7.8,1.8,24,0.7049180327868853,0.6814988290398126
2019,Hader, Josh,623352,Brewers,MIL,L,95.5,960,1181,7.290123456790123,0.8128704487722269,SIFT,Sinker,12.6,-19.7,-7,-36,9.6,-14.1,-4.6,-32,0.011235955056179775,0.0149812734082397
2019,Plesac, Zach,668676,Guardians,CLE,R,93.9,957,1892,11.679012345679013,0.5058139534883721,FF,4-Seamer,14.9,-15.7,0.8,5,9.4,-7.5,1.8,24,0.6908665105386417,0.6814988290398126
2019,Duffy, Danny,518633,Royals,KC,L,92.3,956,2161,13.339506172839506,0.4423877834335956,FF,4-Seamer,14.6,-16.1,1.5,9,7.2,-7.2,0,0,0.8173302107728337,0.4894613583138173
2019,Wheeler, Zack,554430,Mets,NYM,R,96.8,948,3159,19.5,0.30009496676163344,FF,4-Seamer,13.1,-13.5,0.4,3,10.5,-7.2,3.3,45,0.6135831381733021,0.8548009367681498
2019,Sale, Chris,519242,Red Sox,BOS,L,79,947,2466,15.222222222222221,0.3840227088402271,SL,Slider,49.8,-44.8,5,11,14,11.1,3,27,0.9285714285714286,0.8422619047619048
2019,Doolittle, Sean,448281,Nationals,WSH,L,93.5,947,1075,6.635802469135802,0.8809302325581395,FF,4-Seamer,12,-15.9,3.9,25,3.8,-7.5,-3.8,-50,0.9976580796252927,0.09836065573770492
2019,Rodríguez, Richard,593144,Pirates,PIT,R,93.2,942,1162,7.172839506172839,0.810671256454389,FF,4-Seamer,16.4,-15.7,-0.7,-5,13.7,-7.3,6.4,88,0.35362997658079626,0.990632318501171
2019,Ray, Robbie,592662,D-backs,ARI,L,84.2,941,3064,18.91358024691358,0.3071148825065274,SL,Slider,34.7,-37.3,-2.6,-7,1.9,4.7,-2.8,-59,0.20238095238095238,0.16666666666666666
2019,Stroman, Marcus,573186,Mets,NYM,R,85.7,940,3047,18.808641975308642,0.308500164095832,SL,Slider,37.8,-36.5,1.3,4,11.2,5.7,5.5,96,0.6547619047619048,0.9196428571428571
2019,Gausman, Kevin,592332,Reds,CIN,R,93.9,937,1671,10.314814814814815,0.5607420706163974,FF,4-Seamer,15.7,-15.5,-0.2,-1,10.9,-7.5,3.4,46,0.47540983606557374,0.8711943793911007
2019,Morton, Charlie,450203,Rays,TB,R,94.7,936,3139,19.376543209876544,0.29818413507486463,FF,4-Seamer,18.3,-15.5,-2.8,-18,13.6,-8.1,5.5,67,0.09836065573770492,0.9648711943793911
2019,Alcantara, Sandy,645261,Marlins,MIA,R,95.6,933,3091,19.080246913580247,0.3018440634098997,FF,4-Seamer,15.8,-15,-0.8,-5,9.3,-8,1.3,16,0.3442622950819672,0.6206088992974239
2019,Verlander, Justin,434378,Astros,HOU,R,87.5,929,3448,21.28395061728395,0.26943155452436196,SL,Slider,30.2,-32.5,-2.3,-7,4.1,3.8,0.3,7,0.23214285714285715,0.5714285714285714
2019,Fiers, Mike,571666,Athletics,OAK,R,90.4,929,2899,17.895061728395063,0.3204553294239393,FF,4-Seamer,15.3,-17.3,1.9,11,9,-6.6,2.4,36,0.8875878220140515,0.7704918032786885
2019,Lucchesi, Joey,664192,Padres,SD,L,78.9,927,2643,16.314814814814813,0.3507377979568672,CUKC,Curveball,45.2,-54.5,-9.4,-17,1.7,6.3,-4.6,-73,0.025547445255474453,0.10583941605839416
2019,Márquez, Germán,608566,Rockies,COL,R,95.7,927,2616,16.14814814814815,0.3543577981651376,FF,4-Seamer,17.6,-15.2,-2.4,-16,7.3,-7.9,-0.7,-8,0.13817330210772832,0.3864168618266979
2019,Syndergaard, Noah,592789,Mets,NYM,R,97.5,921,3095,19.104938271604937,0.2975767366720517,SIFT,Sinker,19.2,-18.2,1,5,14.2,-14.1,0.1,1,0.6704119850187266,0.5131086142322098
2019,Porcello, Rick,519144,Red Sox,BOS,R,91,920,2960,18.271604938271604,0.3108108108108108,FF,4-Seamer,17.9,-16.8,-1,-6,9,-6.6,2.4,36,0.3114754098360656,0.7704918032786885
2019,Wheeler, Zack,554430,Mets,NYM,R,96.5,916,3159,19.5,0.28996517885406775,SIFT,Sinker,15.9,-18.4,-2.5,-14,13.9,-14.1,-0.2,-1,0.22846441947565543,0.4344569288389513
2019,Holland, Derek,502706,Cubs,CHC,L,92.3,914,1487,9.179012345679013,0.6146603900470746,SIFT,Sinker,18.8,-22.6,-3.8,-17,15,-14.7,0.3,2,0.13108614232209737,0.5655430711610487
2019,Snell, Blake,605483,Rays,TB,L,95.5,914,1891,11.67283950617284,0.4833421470121629,FF,4-Seamer,10.9,-13.1,2.1,16,6.3,-6.3,0,0,0.9133489461358314,0.4894613583138173
2019,Keuchel, Dallas,572971,Braves,ATL,L,88.3,914,1864,11.506172839506172,0.490343347639485,SIFT,Sinker,30.6,-25.6,5,19,12.8,-14.2,-1.5,-10,0.9625468164794008,0.2209737827715356
2019,Hendriks, Liam,521230,Athletics,OAK,R,96.5,913,1354,8.358024691358025,0.6742983751846381,FF,4-Seamer,10.7,-13.7,3,22,5.9,-7.4,-1.5,-20,0.9836065573770492,0.33021077283372363
2019,Castillo, Luis,622491,Reds,CIN,R,96.4,913,3158,19.493827160493826,0.2891070297656745,FF,4-Seamer,18.5,-15.9,-2.6,-16,13.3,-9.8,3.5,36,0.11475409836065574,0.8758782201405152
2019,Syndergaard, Noah,592789,Mets,NYM,R,97.8,905,3095,19.104938271604937,0.2924071082390953,FF,4-Seamer,13.8,-12.7,-1.1,-9,6.1,-7.1,-1,-14,0.297423887587822,0.3629976580796253
2019,Berríos, José,621244,Twins,MIN,R,81.2,903,3132,19.333333333333332,0.2883141762452107,CUKC,Curveball,45.2,-50.5,-5.3,-11,17,9.9,7.1,71,0.13138686131386862,0.9635036496350365
2019,Shaw, Bryan,543766,Rockies,COL,R,92.5,896,1188,7.333333333333333,0.7542087542087542,FC,Cutter,26.4,-24.8,-1.6,-6,4.4,2.3,2.1,91,0.296875,0.828125
2019,Stammen, Craig,489334,Padres,SD,R,92.8,888,1251,7.722222222222222,0.709832134292566,SIFT,Sinker,21.1,-22.1,-1,-4,14.5,-14.5,0,0,0.3895131086142322,0.48314606741573035
2019,Gibson, Kyle,502043,Twins,MIN,R,93.2,884,2764,17.061728395061728,0.31982633863965265,SIFT,Sinker,19.4,-20.4,-1,-5,13.6,-13.7,-0.2,-1,0.3895131086142322,0.4344569288389513
2019,Sale, Chris,519242,Red Sox,BOS,L,93.4,883,2466,15.222222222222221,0.3580697485806975,FF,4-Seamer,19.7,-16.5,-3.2,-19,14.8,-8.3,6.5,79,0.08196721311475409,0.9929742388758782
2019,Richards, Trevor,670950,Rays,TB,R,83.4,880,2290,14.135802469135802,0.38427947598253276,CH,Changeup,30.6,-30.6,0,0,15.5,-13,2.5,20,0.5208333333333334,0.8611111111111112
